Date,EC1,EC1_Volume,JY1,JY1_Volume,BP1,BP1_Volume,PE1,PE1_Volume,GBP_NET,MXN_NET,EUR_NET,JPY_NET
8/24/2018,1.1534,1240000,110.48,489985,1.286,445515,18.8680,258802,68091,25670,-4841,-47406
8/31/2018,1.172,1190000,111.04,446715,1.2886,499675,18.9225,302081,58662,19337,-7219,-46041
9/7/2018,1.1566,1180000,111.44,541909,1.2833,628602,19.3505,293856,64040,12519,7963,-51932
9/14/2018,1.1591,1470000,111.54,570906,1.3015,740918,19.2100,422145,65982,14536,11170,-53886
9/21/2018,1.1693,934020,112.3,429935,1.3158,530550,18.7372,192115,32856,40513,1666,-63755
9/28/2018,1.177,1330000,112.88,546083,1.3162,470517,18.9820,225959,34768,51398,3696,-84719
10/5/2018,1.156,1220000,113.66,643979,1.2984,495161,18.7380,302569,30786,73829,-7101,-114046
10/12/2018,1.1482,1160000,113.13,826866,1.3139,530928,19.0085,270850,30186,74449,-16142,-115201
10/19/2018,1.1593,1040000,112.16,675892,1.321,494910,18.7740,288290,32153,68575,-29344,-100621
10/26/2018,1.148,1120000,112.12,919320,1.2982,492125,19.4075,335131,33299,58027,-30304,-92804
11/2/2018,1.1364,1190000,112.76,804327,1.2731,685334,19.9865,463476,35778,33809,-32662,-91620
11/9/2018,1.1412,969909,113.38,600300,1.3076,570127,19.8560,337354,31670,7036,-46843,-89122
11/16/2018,1.1288,1150000,113.97,748531,1.3031,1050000,20.4500,325024,38606,7287,-37019,-102294
11/23/2018,1.1391,733033,112.66,463960,1.2809,422708,20.3625,175499,37710,14083,-47229,-100065
11/30/2018,1.1281,1010000,113.84,546361,1.2729,430011,20.4755,301211,37930,15327,-55071,-104324
12/7/2018,1.1345,1060000,112.93,745222,1.2719,569359,20.4960,319546,43935,4523,-60776,-109766
12/14/2018,1.1314,1510000,113.41,703667,1.2524,785883,20.2885,311536,47649,11442,-56287,-97606
12/21/2018,1.1364,842361,112.54,678530,1.2644,360596,20.1255,231865,29162,-769,-53124,-102771
12/28/2018,1.1402,469143,111.14,478345,1.2681,205194,19.9275,151625,35076,3429,-58455,-99089
1/4/2019,1.1456,738053,109.7,712805,1.2763,367228,19.6350,195531,35782,9772,-46648,-88623
1/11/2019,1.1444,1010000,108.57,618493,1.2724,463670,19.3550,295871,27670,30982,-40533,-61314
1/18/2019,1.1392,823006,108.72,542821,1.2761,614497,19.0555,344948,31061,57265,-32661,-46421
1/25/2019,1.1359,844244,109.34,422235,1.2955,499367,19.1375,196875,30050,63519,-41006,-39667
2/1/2019,1.1424,919757,109.36,536142,1.3146,552516,18.9850,279857,39271,69443,-46474,-33345
2/8/2019,1.1406,679098,109.99,494103,1.2947,392355,19.0830,232469,35111,71467,-51964,-31410
2/15/2019,1.1316,916528,110.5,548937,1.2887,524685,19.2455,299587,30720,76411,-63900,-30742
2/22/2019,1.1328,797277,110.68,370770,1.3036,545610,19.1855,216571,33266,95095,-74934,-37461
3/1/2019,1.1374,806406,110.76,574678,1.3252,692966,19.1550,248972,39743,91947,-72455,-39654
3/8/2019,1.13,1070000,111.98,563163,1.3141,596302,19.2750,343149,34620,88418,-78166,-51306
3/15/2019,1.1276,1270000,111.38,538949,1.3101,881757,19.3005,408471,29927,75096,-75745,-58781
3/22/2019,1.1346,830670,111.38,525296,1.3263,524929,18.9925,304859,30157,122887,-77704,-59221
3/29/2019,1.128,908816,110.5,633014,1.3215,684334,19.1035,303076,33638,146334,-80278,-62121
4/5/2019,1.1186,786958,111.32,463635,1.3035,537036,19.2245,255418,39423,142723,-99184,-62741
4/12/2019,1.1278,825644,111.08,512288,1.3048,417468,18.9050,218351,36260,155437,-102198,-71520
4/19/2019,1.1293,772894,111.95,398241,1.3049,304822,18.9620,165351,45932,156030,-98023,-87106
4/26/2019,1.1213,1040000,111.86,559179,1.2943,412040,18.9490,269156,54522,150705,-105418,-94414
5/3/2019,1.1201,925011,111.4,444771,1.303,515573,18.9945,247391,51577,144739,-105544,-99599
5/10/2019,1.1178,848380,110.34,867354,1.3052,456209,19.0425,323490,45232,144689,-106105,-91717
5/17/2019,1.1207,781147,109.68,691667,1.2921,434554,19.1455,283840,49332,148207,-95301,-61580
5/24/2019,1.1158,798087,110.6,622380,1.2747,640139,19.0360,217677,45638,146485,-101102,-55192
5/31/2019,1.1177,774355,109.49,693052,1.2668,416292,19.1735,379286,51796,142467,-99691,-55577
6/7/2019,1.1236,1310000,108.3,845905,1.2675,523343,19.5560,535901,41998,124229,-87551,-44389
6/14/2019,1.1316,1280000,108.52,512309,1.2724,536691,19.1315,399898,33761,101315,-86792,-45165
6/21/2019,1.1196,893277,108.39,668384,1.2547,375510,19.1185,155551,33155,116806,-52330,-16565
6/28/2019,1.1386,814037,106.92,634629,1.2721,371894,19.2205,151828,32059,115035,-56295,-10147
7/5/2019,1.1301,730131,107.98,422802,1.2599,367151,19.0790,155230,33647,108267,-31733,-1227
7/12/2019,1.121,753668,108.78,501741,1.2463,366548,18.8940,286650,36232,126382,-35865,-3651
7/19/2019,1.1212,763744,108.35,462281,1.2408,440073,19.0855,152419,35190,128121,-31351,-11380
7/26/2019,1.1156,954606,108.06,443406,1.2449,405328,19.1318,146388,31935,124755,-39004,-9377
8/2/2019,1.1148,1010000,108.66,781368,1.2148,685435,19.0750,274246,41367,128268,-53983,-4218
8/9/2019,1.1196,999621,106.45,931423,1.2149,535797,19.6125,277285,44716,122069,-44010,10561
8/16/2019,1.1182,856362,106.6,742835,1.2067,446123,19.4210,264012,33405,117562,-46649,24742
8/23/2019,1.1092,768352,106.35,517381,1.2153,548884,19.7565,255922,33405,110359,-37977,31154
8/30/2019,1.1094,790708,105.8,685158,1.2288,520520,20.0055,230776,38143,93314,-38804,33607
9/6/2019,1.0968,939259,105.88,596221,1.2086,674788,19.9920,229617,38695,91791,-49136,27682
9/13/2019,1.1042,1540000,107.34,656659,1.2355,721828,19.5005,346161,37903,95637,-49842,32591
9/20/2019,1.1063,645637,108.12,449376,1.2493,446027,19.4170,173159,21332,81626,-68559,23862
9/27/2019,1.0999,849610,107.32,628793,1.2475,550319,19.4485,248282,24446,92414,-60722,12783
10/4/2019,1.0932,912044,107.7,671259,1.2242,665672,19.7755,291531,27916,115812,-65978,13917
10/11/2019,1.0949,821504,107.06,650789,1.2206,738637,19.5820,273288,29482,115396,-75413,11012
10/18/2019,1.1036,937197,108.83,488746,1.2737,1110000,19.2480,236033,25431,113042,-76866,-6641
10/25/2019,1.1138,699955,108.56,404279,1.2948,602605,19.1000,205697,35749,112950,-51050,-18165
11/1/2019,1.1117,834601,108.83,555928,1.2905,449072,19.1010,263215,43157,128907,-53355,-19698
11/8/2019,1.107,796124,109.13,621305,1.287,366252,19.2190,226646,40984,140402,-60746,-26605
11/15/2019,1.1017,652998,109.09,498576,1.2855,398232,19.2700,264300,40348,142037,-57669,-34997
11/22/2019,1.1075,719011,108.59,617145,1.2926,448924,19.3420,205268,39205,139821,-62503,-35031
11/29/2019,1.1012,582776,109.11,411776,1.285,416040,19.4930,173284,38646,135649,-61416,-39591
12/6/2019,1.1089,1130000,108.53,781573,1.3002,616172,19.5550,218145,47755,130127,-69049,-47823
12/13/2019,1.109,1550000,108.73,700130,1.3178,786439,19.2140,442512,51920,130641,-67643,-43682
12/20/2019,1.1148,629248,109.52,351287,1.3116,527000,18.9100,147837,59311,152260,-65694,-42062
12/27/2019,1.1084,371750,109.38,223260,1.2955,239741,18.9550,79002,68574,158216,-72943,-33542
1/3/2020,1.1227,616237,108.67,454721,1.3269,341629,18.8600,125184,64574,150266,-74345,-25302
1/10/2020,1.1138,810543,108.53,734968,1.3127,416747,18.8760,227654,67403,157318,-61664,-12248
1/17/2020,1.113,709357,110.05,491405,1.3018,400959,18.8040,177913,68816,165640,-48182,-31430
1/24/2020,1.1096,803560,109.95,532067,1.3047,424584,18.7020,208612,64256,169971,-47019,-44701
1/31/2020,1.1008,853302,109.17,838181,1.2996,488625,18.7800,352908,61887,170366,-58862,-36025
2/7/2020,1.1043,892011,109.41,743092,1.3029,578637,18.6760,280234,59659,165172,-75080,-21898
2/14/2020,1.0917,878197,109.78,532089,1.2945,512268,18.6940,199859,65006,156326,-85669,-26188
2/21/2020,1.0815,986009,109.8,827352,1.3017,478485,18.5890,253091,72784,153282,-91507,-27221
2/28/2020,1.0868,1570000,110.23,1460000,1.3004,622684,19.0540,575246,72667,150601,-114021,-56389
3/6/2020,1.1175,1880000,107.28,1430000,1.2827,726524,19.3300,689574,76063,131181,-86703,-42324
3/13/2020,1.1342,2060000,103.71,1220000,1.2933,818147,21.0510,579633,56077,112547,-12667,8157
3/20/2020,1.0971,974832,107.41,555551,1.2017,604936,23.1400,247967,56575,33845,32495,32935
3/27/2020,1.0794,992573,111.44,691842,1.1784,502116,25.1320,254846,46534,21979,61290,23863
4/3/2020,1.1016,820403,107.53,444805,1.2454,382006,23.4480,261346,37149,7665,74247,18282
4/10/2020,1.0886,589366,108.97,293601,1.2343,254074,24.0350,202993,31254,5756,79624,22410
4/17/2020,1.0971,602381,107.08,356120,1.2617,286186,23.5990,185034,30287,3333,86617,22643
4/24/2020,1.0854,664296,107.69,320624,1.2266,312473,24.4330,182783,29527,1240,87218,26026
5/1/2020,1.0836,657280,106.83,345938,1.2438,324846,24.3940,160138,31466,8481,79681,32326
5/8/2020,1.0844,617780,106.52,297288,1.2449,333231,23.7938,158653,28096,7109,76299,27214
5/15/2020,1.0864,695995,107.33,346261,1.2299,406860,24.0370,186047,31525,-5120,78140,27937
5/22/2020,1.0937,729751,107.89,370854,1.2255,382493,23.6140,190354,35810,-5984,72562,27470
5/29/2020,1.097,862729,107.64,381839,1.2337,445699,22.3360,238707,39192,4691,75222,34607
6/5/2020,1.1166,1070000,108.6,553249,1.2531,538242,21.7220,253162,26970,8317,81240,32579
6/12/2020,1.1348,1450000,107.66,565188,1.2736,547581,21.7280,352852,28893,-846,95649,17462
6/19/2020,1.1259,651226,107.35,267807,1.2586,410001,22.1750,172454,29378,22106,117132,22110
6/26/2020,1.1322,737796,106.44,348257,1.2531,406026,22.3890,203756,29654,23178,118448,27458
7/3/2020,1.1237,695932,107.77,297490,1.2369,345696,23.0821,149868,34424,20956,98955,23861
7/10/2020,1.1299,960250,107.53,353005,1.2572,442901,22.6360,220167,39892,14980,103597,16812
7/17/2020,1.1406,932112,107.2,322732,1.2546,384266,22.5920,179642,43175,11871,110912,18326
7/24/2020,1.1495,1160000,106.82,427494,1.2736,463268,22.3190,214861,46230,9848,125047,19307
7/31/2020,1.1733,1260000,105.03,597504,1.295,581790,21.9570,198413,39329,10864,157559,28507
8/7/2020,1.1766,1090000,105.87,423088,1.3059,491692,22.7460,212873,45977,2999,180648,31429
8/14/2020,1.1764,935261,106.56,393829,1.3077,404539,22.3380,173678,48053,6507,199751,27016
8/21/2020,1.1928,954074,105.41,396297,1.3228,473326,22.1800,165108,54310,4338,196943,20584
8/28/2020,1.1818,1030000,106.4,519135,1.3136,483334,21.9610,200531,45390,3862,211752,23616
9/4/2020,1.1949,1150000,106,428558,1.3416,540562,21.7510,247946,49213,5969,196747,29604
9/11/2020,1.1789,1410000,105.97,404849,1.3039,635320,21.7320,315683,46590,8373,196814,21742
9/18/2020,1.1846,702866,105.5,357467,1.2866,411268,21.0550,189948,43801,26471,178576,22889
9/25/2020,1.1703,1020000,105.05,412651,1.2726,578212,21.5850,385750,43487,26650,190822,29581
